ordinal,frameId,frameName,nodeId,nodeName,adjacentText,ancestorNames,ancestorIds,family,icon,style,fills,svg,geometryKey
2941,KHzma,25A. Project tasks · Full resource table and column menu · Dark,tZRqN,New task icon,Settings,25A. Project tasks · Full resource table and column menu · Dark > Shared project navigation > Expanded project and session navigation > Project destinations > Settings,KHzma/HcyI0/OP2By/X1Nlc6/CcnMu,lucide,settings,box-sizing: border-box; flex-shrink: 0; height: 15px; width: 15px,#8992A6,icons/lucide-settings-6f5239928ba5.svg,lucide/settings/6f5239928ba5
2942,KHzma,25A. Project tasks · Full resource table and column menu · Dark,cOCez,Session status,Fixing finalization failure Parent · Done #217,25A. Project tasks · Full resource table and column menu · Dark > Shared project navigation > Expanded project and session navigation > Navigation / Parent and worker sessions > Selected parent session,KHzma/HcyI0/OP2By/qDFcK/z4zFw,Material Symbols Rounded,circle,box-sizing: border-box; flex-shrink: 0; height: 10px; width: 10px,#74D5A1,icons/material-symbols-rounded-circle-e3a67b1f3af8.svg,Material Symbols Rounded/circle/e3a67b1f3af8
2943,KHzma,25A. Project tasks · Full resource table and column menu · Dark,r3iXr,Reference status glyph,#217,25A. Project tasks · Full resource table and column menu · Dark > Shared project navigation > Expanded project and session navigation > Navigation / Parent and worker sessions > Selected parent session > Session labels > Optional tracker reference line > Optional PR or issue,KHzma/HcyI0/OP2By/qDFcK/z4zFw/F88dJ/HPxph/zfD1m,lucide,git-merge,box-sizing: border-box; flex-shrink: 0; height: 12px; width: 12px,#D7BDFF,icons/lucide-git-merge-f64349b9dbe0.svg,lucide/git-merge/f64349b9dbe0
2944,KHzma,25A. Project tasks · Full resource table and column menu · Dark,cOCez,Session status,Implementation worker Worker · Done,25A. Project tasks · Full resource table and column menu · Dark > Shared project navigation > Expanded project and session navigation > Navigation / Parent and worker sessions > Workers belonging to audit > Worker hierarchy guide > Audit worker,KHzma/HcyI0/OP2By/qDFcK/E5FWJ/tVXld/bTWrG,Material Symbols Rounded,circle,box-sizing: border-box; flex-shrink: 0; height: 10px; width: 10px,#74D5A1,icons/material-symbols-rounded-circle-e3a67b1f3af8.svg,Material Symbols Rounded/circle/e3a67b1f3af8
2945,KHzma,25A. Project tasks · Full resource table and column menu · Dark,cOCez,Session status,Planning CI follow-up Parent · Running,25A. Project tasks · Full resource table and column menu · Dark > Shared project navigation > Expanded project and session navigation > Navigation / Parent and worker sessions > Delegated worker parent,KHzma/HcyI0/OP2By/qDFcK/xJrri,Material Symbols Rounded,circle,box-sizing: border-box; flex-shrink: 0; height: 10px; width: 10px,#D7BDFF,icons/material-symbols-rounded-circle-e3a67b1f3af8.svg,Material Symbols Rounded/circle/e3a67b1f3af8
2946,KHzma,25A. Project tasks · Full resource table and column menu · Dark,cOCez,Session status,CI regression checks Worker · Needs review #219,25A. Project tasks · Full resource table and column menu · Dark > Shared project navigation > Expanded project and session navigation > Navigation / Parent and worker sessions > Workers belonging to delegated setup > Worker hierarchy guide > Worker with PR example,KHzma/HcyI0/OP2By/qDFcK/dcZPW/CtBMx/ynL0t,Material Symbols Rounded,circle,box-sizing: border-box; flex-shrink: 0; height: 10px; width: 10px,#D7BDFF,icons/material-symbols-rounded-circle-e3a67b1f3af8.svg,Material Symbols Rounded/circle/e3a67b1f3af8
2947,KHzma,25A. Project tasks · Full resource table and column menu · Dark,r3iXr,Reference status glyph,#219,25A. Project tasks · Full resource table and column menu · Dark > Shared project navigation > Expanded project and session navigation > Navigation / Parent and worker sessions > Workers belonging to delegated setup > Worker hierarchy guide > Worker with PR example > Session labels > Optional tracker reference line > Optional PR or issue,KHzma/HcyI0/OP2By/qDFcK/dcZPW/CtBMx/ynL0t/F88dJ/HPxph/zfD1m,lucide,git-pull-request,box-sizing: border-box; flex-shrink: 0; height: 12px; width: 12px,#D7BDFF,icons/lucide-git-pull-request-9ff25470d22f.svg,lucide/git-pull-request/9ff25470d22f
2948,KHzma,25A. Project tasks · Full resource table and column menu · Dark,f4huG,Expand project,hearsay-local-architect main,25A. Project tasks · Full resource table and column menu · Dark > Shared project navigation > Expanded project and session navigation > hearsay-local-architect collapsed,KHzma/HcyI0/OP2By/ucDW7,lucide,chevron-right,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#8992A6,icons/lucide-chevron-right-cee1458c0dd0.svg,lucide/chevron-right/cee1458c0dd0
2949,KHzma,25A. Project tasks · Full resource table and column menu · Dark,f4huG,Expand project,earwitness main,25A. Project tasks · Full resource table and column menu · Dark > Shared project navigation > Expanded project and session navigation > earwitness collapsed,KHzma/HcyI0/OP2By/rizuB,lucide,chevron-right,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#8992A6,icons/lucide-chevron-right-cee1458c0dd0.svg,lucide/chevron-right/cee1458c0dd0
2950,KHzma,25A. Project tasks · Full resource table and column menu · Dark,f4huG,Expand project,dev-toolkit main,25A. Project tasks · Full resource table and column menu · Dark > Shared project navigation > Expanded project and session navigation > dev-toolkit collapsed,KHzma/HcyI0/OP2By/XhhVY,lucide,chevron-right,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#8992A6,icons/lucide-chevron-right-cee1458c0dd0.svg,lucide/chevron-right/cee1458c0dd0
2951,KHzma,25A. Project tasks · Full resource table and column menu · Dark,tZRqN,New task icon,Global settings,25A. Project tasks · Full resource table and column menu · Dark > Shared project navigation > Global settings navigation,KHzma/HcyI0/Zbj5V,lucide,settings-2,box-sizing: border-box; flex-shrink: 0; height: 18px; width: 18px,#8992A6,icons/lucide-settings-2-1cc665612c4e.svg,lucide/settings-2/1cc665612c4e
2952,KHzma,25A. Project tasks · Full resource table and column menu · Dark,a8CdMw,Local execution,Your agents. Your machine.,25A. Project tasks · Full resource table and column menu · Dark > Shared project navigation > Local workspace status,KHzma/HcyI0/EBZYk,lucide,monitor,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#8992A6,icons/lucide-monitor-8d25db114b57.svg,lucide/monitor/8d25db114b57
2953,KHzma,25A. Project tasks · Full resource table and column menu · Dark,afg6q,Project folder,Workspace / Project tasks main,25A. Project tasks · Full resource table and column menu · Dark > Page workspace > Shared page breadcrumb,KHzma/anPMT/i0iqQl,lucide,folder,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#8992A6,icons/lucide-folder-2492d9f6fc68.svg,lucide/folder/2492d9f6fc68
2954,KHzma,25A. Project tasks · Full resource table and column menu · Dark,wNg1i,Isolated worktree indicator,Workspace / Project tasks main,25A. Project tasks · Full resource table and column menu · Dark > Page workspace > Shared page breadcrumb,KHzma/anPMT/i0iqQl,lucide,shield-check,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#D7BDFF,icons/lucide-shield-check-588013874c94.svg,lucide/shield-check/588013874c94
2955,utdkB,"26A. All tasks · Grouping, tags and run actions · Dark",cgB89,Search,Search… ⌘K,"26A. All tasks · Grouping, tags and run actions · Dark > Shared project navigation > Search tasks",utdkB/qrXaH/ybjGr,lucide,search,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#8992A6,icons/lucide-search-97566fb629e3.svg,lucide/search/97566fb629e3
2956,utdkB,"26A. All tasks · Grouping, tags and run actions · Dark",tZRqN,New task icon,New task,"26A. All tasks · Grouping, tags and run actions · Dark > Shared project navigation > Workspace links > New task",utdkB/qrXaH/bb25v/qc4mQ,lucide,plus,box-sizing: border-box; flex-shrink: 0; height: 18px; width: 18px,#8992A6,icons/lucide-plus-5d291bcb8254.svg,lucide/plus/5d291bcb8254
2957,utdkB,"26A. All tasks · Grouping, tags and run actions · Dark",tZRqN,New task icon,All tasks,"26A. All tasks · Grouping, tags and run actions · Dark > Shared project navigation > Workspace links > All tasks",utdkB/qrXaH/bb25v/w9L9KD,lucide,layers,box-sizing: border-box; flex-shrink: 0; height: 18px; width: 18px,#8992A6,icons/lucide-layers-bcddb17470e3.svg,lucide/layers/bcddb17470e3
2958,utdkB,"26A. All tasks · Grouping, tags and run actions · Dark",f4huG,Expand project,cezar main,"26A. All tasks · Grouping, tags and run actions · Dark > Shared project navigation > Expanded project and session navigation > iac expanded",utdkB/qrXaH/OP2By/FbK2w,lucide,chevron-down,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#8992A6,icons/lucide-chevron-down-96bc4c16a8d0.svg,lucide/chevron-down/96bc4c16a8d0
2959,utdkB,"26A. All tasks · Grouping, tags and run actions · Dark",tZRqN,New task icon,Tasks,"26A. All tasks · Grouping, tags and run actions · Dark > Shared project navigation > Expanded project and session navigation > Project destinations > Tasks",utdkB/qrXaH/OP2By/X1Nlc6/OX1gU,lucide,list-todo,box-sizing: border-box; flex-shrink: 0; height: 15px; width: 15px,#8992A6,icons/lucide-list-todo-90fea884f26c.svg,lucide/list-todo/90fea884f26c
2960,utdkB,"26A. All tasks · Grouping, tags and run actions · Dark",tZRqN,New task icon,Git,"26A. All tasks · Grouping, tags and run actions · Dark > Shared project navigation > Expanded project and session navigation > Project destinations > Git",utdkB/qrXaH/OP2By/X1Nlc6/EnvoZ,lucide,git-branch,box-sizing: border-box; flex-shrink: 0; height: 15px; width: 15px,#8992A6,icons/lucide-git-branch-cb2e993ccf96.svg,lucide/git-branch/cb2e993ccf96
2961,utdkB,"26A. All tasks · Grouping, tags and run actions · Dark",tZRqN,New task icon,GitHub,"26A. All tasks · Grouping, tags and run actions · Dark > Shared project navigation > Expanded project and session navigation > Project destinations > GitHub",utdkB/qrXaH/OP2By/X1Nlc6/k0oRA,lucide,github,box-sizing: border-box; flex-shrink: 0; height: 15px; width: 15px,#8992A6,icons/lucide-github-357f9b03fe86.svg,lucide/github/357f9b03fe86
2962,utdkB,"26A. All tasks · Grouping, tags and run actions · Dark",tZRqN,New task icon,Skills,"26A. All tasks · Grouping, tags and run actions · Dark > Shared project navigation > Expanded project and session navigation > Project destinations > Skills",utdkB/qrXaH/OP2By/X1Nlc6/nuHSs,lucide,sparkles,box-sizing: border-box; flex-shrink: 0; height: 15px; width: 15px,#8992A6,icons/lucide-sparkles-34b3b72da68a.svg,lucide/sparkles/34b3b72da68a
2963,utdkB,"26A. All tasks · Grouping, tags and run actions · Dark",tZRqN,New task icon,Workflows,"26A. All tasks · Grouping, tags and run actions · Dark > Shared project navigation > Expanded project and session navigation > Project destinations > Workflows",utdkB/qrXaH/OP2By/X1Nlc6/CHKpB,lucide,workflow,box-sizing: border-box; flex-shrink: 0; height: 15px; width: 15px,#8992A6,icons/lucide-workflow-8a89b4882c44.svg,lucide/workflow/8a89b4882c44
2964,utdkB,"26A. All tasks · Grouping, tags and run actions · Dark",tZRqN,New task icon,Settings,"26A. All tasks · Grouping, tags and run actions · Dark > Shared project navigation > Expanded project and session navigation > Project destinations > Settings",utdkB/qrXaH/OP2By/X1Nlc6/CcnMu,lucide,settings,box-sizing: border-box; flex-shrink: 0; height: 15px; width: 15px,#8992A6,icons/lucide-settings-6f5239928ba5.svg,lucide/settings/6f5239928ba5
2965,utdkB,"26A. All tasks · Grouping, tags and run actions · Dark",cOCez,Session status,Fixing finalization failure Parent · Done #217,"26A. All tasks · Grouping, tags and run actions · Dark > Shared project navigation > Expanded project and session navigation > Navigation / Parent and worker sessions > Selected parent session",utdkB/qrXaH/OP2By/qDFcK/z4zFw,Material Symbols Rounded,circle,box-sizing: border-box; flex-shrink: 0; height: 10px; width: 10px,#74D5A1,icons/material-symbols-rounded-circle-e3a67b1f3af8.svg,Material Symbols Rounded/circle/e3a67b1f3af8
2966,utdkB,"26A. All tasks · Grouping, tags and run actions · Dark",r3iXr,Reference status glyph,#217,"26A. All tasks · Grouping, tags and run actions · Dark > Shared project navigation > Expanded project and session navigation > Navigation / Parent and worker sessions > Selected parent session > Session labels > Optional tracker reference line > Optional PR or issue",utdkB/qrXaH/OP2By/qDFcK/z4zFw/F88dJ/HPxph/zfD1m,lucide,git-merge,box-sizing: border-box; flex-shrink: 0; height: 12px; width: 12px,#D7BDFF,icons/lucide-git-merge-f64349b9dbe0.svg,lucide/git-merge/f64349b9dbe0
2967,utdkB,"26A. All tasks · Grouping, tags and run actions · Dark",cOCez,Session status,Implementation worker Worker · Done,"26A. All tasks · Grouping, tags and run actions · Dark > Shared project navigation > Expanded project and session navigation > Navigation / Parent and worker sessions > Workers belonging to audit > Worker hierarchy guide > Audit worker",utdkB/qrXaH/OP2By/qDFcK/E5FWJ/tVXld/bTWrG,Material Symbols Rounded,circle,box-sizing: border-box; flex-shrink: 0; height: 10px; width: 10px,#74D5A1,icons/material-symbols-rounded-circle-e3a67b1f3af8.svg,Material Symbols Rounded/circle/e3a67b1f3af8
2968,utdkB,"26A. All tasks · Grouping, tags and run actions · Dark",cOCez,Session status,Planning CI follow-up Parent · Running,"26A. All tasks · Grouping, tags and run actions · Dark > Shared project navigation > Expanded project and session navigation > Navigation / Parent and worker sessions > Delegated worker parent",utdkB/qrXaH/OP2By/qDFcK/xJrri,Material Symbols Rounded,circle,box-sizing: border-box; flex-shrink: 0; height: 10px; width: 10px,#D7BDFF,icons/material-symbols-rounded-circle-e3a67b1f3af8.svg,Material Symbols Rounded/circle/e3a67b1f3af8
2969,utdkB,"26A. All tasks · Grouping, tags and run actions · Dark",cOCez,Session status,CI regression checks Worker · Needs review #219,"26A. All tasks · Grouping, tags and run actions · Dark > Shared project navigation > Expanded project and session navigation > Navigation / Parent and worker sessions > Workers belonging to delegated setup > Worker hierarchy guide > Worker with PR example",utdkB/qrXaH/OP2By/qDFcK/dcZPW/CtBMx/ynL0t,Material Symbols Rounded,circle,box-sizing: border-box; flex-shrink: 0; height: 10px; width: 10px,#D7BDFF,icons/material-symbols-rounded-circle-e3a67b1f3af8.svg,Material Symbols Rounded/circle/e3a67b1f3af8
2970,utdkB,"26A. All tasks · Grouping, tags and run actions · Dark",r3iXr,Reference status glyph,#219,"26A. All tasks · Grouping, tags and run actions · Dark > Shared project navigation > Expanded project and session navigation > Navigation / Parent and worker sessions > Workers belonging to delegated setup > Worker hierarchy guide > Worker with PR example > Session labels > Optional tracker reference line > Optional PR or issue",utdkB/qrXaH/OP2By/qDFcK/dcZPW/CtBMx/ynL0t/F88dJ/HPxph/zfD1m,lucide,git-pull-request,box-sizing: border-box; flex-shrink: 0; height: 12px; width: 12px,#D7BDFF,icons/lucide-git-pull-request-9ff25470d22f.svg,lucide/git-pull-request/9ff25470d22f
2971,utdkB,"26A. All tasks · Grouping, tags and run actions · Dark",f4huG,Expand project,hearsay-local-architect main,"26A. All tasks · Grouping, tags and run actions · Dark > Shared project navigation > Expanded project and session navigation > hearsay-local-architect collapsed",utdkB/qrXaH/OP2By/ucDW7,lucide,chevron-right,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#8992A6,icons/lucide-chevron-right-cee1458c0dd0.svg,lucide/chevron-right/cee1458c0dd0
2972,utdkB,"26A. All tasks · Grouping, tags and run actions · Dark",f4huG,Expand project,earwitness main,"26A. All tasks · Grouping, tags and run actions · Dark > Shared project navigation > Expanded project and session navigation > earwitness collapsed",utdkB/qrXaH/OP2By/rizuB,lucide,chevron-right,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#8992A6,icons/lucide-chevron-right-cee1458c0dd0.svg,lucide/chevron-right/cee1458c0dd0
2973,utdkB,"26A. All tasks · Grouping, tags and run actions · Dark",f4huG,Expand project,dev-toolkit main,"26A. All tasks · Grouping, tags and run actions · Dark > Shared project navigation > Expanded project and session navigation > dev-toolkit collapsed",utdkB/qrXaH/OP2By/XhhVY,lucide,chevron-right,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#8992A6,icons/lucide-chevron-right-cee1458c0dd0.svg,lucide/chevron-right/cee1458c0dd0
2974,utdkB,"26A. All tasks · Grouping, tags and run actions · Dark",tZRqN,New task icon,Global settings,"26A. All tasks · Grouping, tags and run actions · Dark > Shared project navigation > Global settings navigation",utdkB/qrXaH/Zbj5V,lucide,settings-2,box-sizing: border-box; flex-shrink: 0; height: 18px; width: 18px,#8992A6,icons/lucide-settings-2-1cc665612c4e.svg,lucide/settings-2/1cc665612c4e
2975,utdkB,"26A. All tasks · Grouping, tags and run actions · Dark",a8CdMw,Local execution,Your agents. Your machine.,"26A. All tasks · Grouping, tags and run actions · Dark > Shared project navigation > Local workspace status",utdkB/qrXaH/EBZYk,lucide,monitor,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#8992A6,icons/lucide-monitor-8d25db114b57.svg,lucide/monitor/8d25db114b57
2976,utdkB,"26A. All tasks · Grouping, tags and run actions · Dark",afg6q,Project folder,Workspace / All tasks main,"26A. All tasks · Grouping, tags and run actions · Dark > Page workspace > Shared page breadcrumb",utdkB/Ouqvx/l9tX5,lucide,folder,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#8992A6,icons/lucide-folder-2492d9f6fc68.svg,lucide/folder/2492d9f6fc68
2977,utdkB,"26A. All tasks · Grouping, tags and run actions · Dark",wNg1i,Isolated worktree indicator,Workspace / All tasks main,"26A. All tasks · Grouping, tags and run actions · Dark > Page workspace > Shared page breadcrumb",utdkB/Ouqvx/l9tX5,lucide,shield-check,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#D7BDFF,icons/lucide-shield-check-588013874c94.svg,lucide/shield-check/588013874c94
2978,T95KVV,"27A. GitHub · PR conversation, filters and readiness · Dark",cgB89,Search,Search… ⌘K,"27A. GitHub · PR conversation, filters and readiness · Dark > Shared project navigation > Search tasks",T95KVV/CYCJx/ybjGr,lucide,search,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#8992A6,icons/lucide-search-97566fb629e3.svg,lucide/search/97566fb629e3
2979,T95KVV,"27A. GitHub · PR conversation, filters and readiness · Dark",tZRqN,New task icon,New task,"27A. GitHub · PR conversation, filters and readiness · Dark > Shared project navigation > Workspace links > New task",T95KVV/CYCJx/bb25v/qc4mQ,lucide,plus,box-sizing: border-box; flex-shrink: 0; height: 18px; width: 18px,#8992A6,icons/lucide-plus-5d291bcb8254.svg,lucide/plus/5d291bcb8254
2980,T95KVV,"27A. GitHub · PR conversation, filters and readiness · Dark",tZRqN,New task icon,All tasks,"27A. GitHub · PR conversation, filters and readiness · Dark > Shared project navigation > Workspace links > All tasks",T95KVV/CYCJx/bb25v/w9L9KD,lucide,layers,box-sizing: border-box; flex-shrink: 0; height: 18px; width: 18px,#8992A6,icons/lucide-layers-bcddb17470e3.svg,lucide/layers/bcddb17470e3
2981,T95KVV,"27A. GitHub · PR conversation, filters and readiness · Dark",f4huG,Expand project,cezar main,"27A. GitHub · PR conversation, filters and readiness · Dark > Shared project navigation > Expanded project and session navigation > iac expanded",T95KVV/CYCJx/OP2By/FbK2w,lucide,chevron-down,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#8992A6,icons/lucide-chevron-down-96bc4c16a8d0.svg,lucide/chevron-down/96bc4c16a8d0
2982,T95KVV,"27A. GitHub · PR conversation, filters and readiness · Dark",tZRqN,New task icon,Tasks,"27A. GitHub · PR conversation, filters and readiness · Dark > Shared project navigation > Expanded project and session navigation > Project destinations > Tasks",T95KVV/CYCJx/OP2By/X1Nlc6/OX1gU,lucide,list-todo,box-sizing: border-box; flex-shrink: 0; height: 15px; width: 15px,#8992A6,icons/lucide-list-todo-90fea884f26c.svg,lucide/list-todo/90fea884f26c
2983,T95KVV,"27A. GitHub · PR conversation, filters and readiness · Dark",tZRqN,New task icon,Git,"27A. GitHub · PR conversation, filters and readiness · Dark > Shared project navigation > Expanded project and session navigation > Project destinations > Git",T95KVV/CYCJx/OP2By/X1Nlc6/EnvoZ,lucide,git-branch,box-sizing: border-box; flex-shrink: 0; height: 15px; width: 15px,#8992A6,icons/lucide-git-branch-cb2e993ccf96.svg,lucide/git-branch/cb2e993ccf96
2984,T95KVV,"27A. GitHub · PR conversation, filters and readiness · Dark",tZRqN,New task icon,GitHub,"27A. GitHub · PR conversation, filters and readiness · Dark > Shared project navigation > Expanded project and session navigation > Project destinations > GitHub",T95KVV/CYCJx/OP2By/X1Nlc6/k0oRA,lucide,github,box-sizing: border-box; flex-shrink: 0; height: 15px; width: 15px,#8992A6,icons/lucide-github-357f9b03fe86.svg,lucide/github/357f9b03fe86
2985,T95KVV,"27A. GitHub · PR conversation, filters and readiness · Dark",tZRqN,New task icon,Skills,"27A. GitHub · PR conversation, filters and readiness · Dark > Shared project navigation > Expanded project and session navigation > Project destinations > Skills",T95KVV/CYCJx/OP2By/X1Nlc6/nuHSs,lucide,sparkles,box-sizing: border-box; flex-shrink: 0; height: 15px; width: 15px,#8992A6,icons/lucide-sparkles-34b3b72da68a.svg,lucide/sparkles/34b3b72da68a
2986,T95KVV,"27A. GitHub · PR conversation, filters and readiness · Dark",tZRqN,New task icon,Workflows,"27A. GitHub · PR conversation, filters and readiness · Dark > Shared project navigation > Expanded project and session navigation > Project destinations > Workflows",T95KVV/CYCJx/OP2By/X1Nlc6/CHKpB,lucide,workflow,box-sizing: border-box; flex-shrink: 0; height: 15px; width: 15px,#8992A6,icons/lucide-workflow-8a89b4882c44.svg,lucide/workflow/8a89b4882c44
2987,T95KVV,"27A. GitHub · PR conversation, filters and readiness · Dark",tZRqN,New task icon,Settings,"27A. GitHub · PR conversation, filters and readiness · Dark > Shared project navigation > Expanded project and session navigation > Project destinations > Settings",T95KVV/CYCJx/OP2By/X1Nlc6/CcnMu,lucide,settings,box-sizing: border-box; flex-shrink: 0; height: 15px; width: 15px,#8992A6,icons/lucide-settings-6f5239928ba5.svg,lucide/settings/6f5239928ba5
2988,T95KVV,"27A. GitHub · PR conversation, filters and readiness · Dark",cOCez,Session status,Fixing finalization failure Parent · Done #217,"27A. GitHub · PR conversation, filters and readiness · Dark > Shared project navigation > Expanded project and session navigation > Navigation / Parent and worker sessions > Selected parent session",T95KVV/CYCJx/OP2By/qDFcK/z4zFw,Material Symbols Rounded,circle,box-sizing: border-box; flex-shrink: 0; height: 10px; width: 10px,#74D5A1,icons/material-symbols-rounded-circle-e3a67b1f3af8.svg,Material Symbols Rounded/circle/e3a67b1f3af8
2989,T95KVV,"27A. GitHub · PR conversation, filters and readiness · Dark",r3iXr,Reference status glyph,#217,"27A. GitHub · PR conversation, filters and readiness · Dark > Shared project navigation > Expanded project and session navigation > Navigation / Parent and worker sessions > Selected parent session > Session labels > Optional tracker reference line > Optional PR or issue",T95KVV/CYCJx/OP2By/qDFcK/z4zFw/F88dJ/HPxph/zfD1m,lucide,git-merge,box-sizing: border-box; flex-shrink: 0; height: 12px; width: 12px,#D7BDFF,icons/lucide-git-merge-f64349b9dbe0.svg,lucide/git-merge/f64349b9dbe0
2990,T95KVV,"27A. GitHub · PR conversation, filters and readiness · Dark",cOCez,Session status,Implementation worker Worker · Done,"27A. GitHub · PR conversation, filters and readiness · Dark > Shared project navigation > Expanded project and session navigation > Navigation / Parent and worker sessions > Workers belonging to audit > Worker hierarchy guide > Audit worker",T95KVV/CYCJx/OP2By/qDFcK/E5FWJ/tVXld/bTWrG,Material Symbols Rounded,circle,box-sizing: border-box; flex-shrink: 0; height: 10px; width: 10px,#74D5A1,icons/material-symbols-rounded-circle-e3a67b1f3af8.svg,Material Symbols Rounded/circle/e3a67b1f3af8
2991,T95KVV,"27A. GitHub · PR conversation, filters and readiness · Dark",cOCez,Session status,Planning CI follow-up Parent · Running,"27A. GitHub · PR conversation, filters and readiness · Dark > Shared project navigation > Expanded project and session navigation > Navigation / Parent and worker sessions > Delegated worker parent",T95KVV/CYCJx/OP2By/qDFcK/xJrri,Material Symbols Rounded,circle,box-sizing: border-box; flex-shrink: 0; height: 10px; width: 10px,#D7BDFF,icons/material-symbols-rounded-circle-e3a67b1f3af8.svg,Material Symbols Rounded/circle/e3a67b1f3af8
2992,T95KVV,"27A. GitHub · PR conversation, filters and readiness · Dark",cOCez,Session status,CI regression checks Worker · Needs review #219,"27A. GitHub · PR conversation, filters and readiness · Dark > Shared project navigation > Expanded project and session navigation > Navigation / Parent and worker sessions > Workers belonging to delegated setup > Worker hierarchy guide > Worker with PR example",T95KVV/CYCJx/OP2By/qDFcK/dcZPW/CtBMx/ynL0t,Material Symbols Rounded,circle,box-sizing: border-box; flex-shrink: 0; height: 10px; width: 10px,#D7BDFF,icons/material-symbols-rounded-circle-e3a67b1f3af8.svg,Material Symbols Rounded/circle/e3a67b1f3af8
2993,T95KVV,"27A. GitHub · PR conversation, filters and readiness · Dark",r3iXr,Reference status glyph,#219,"27A. GitHub · PR conversation, filters and readiness · Dark > Shared project navigation > Expanded project and session navigation > Navigation / Parent and worker sessions > Workers belonging to delegated setup > Worker hierarchy guide > Worker with PR example > Session labels > Optional tracker reference line > Optional PR or issue",T95KVV/CYCJx/OP2By/qDFcK/dcZPW/CtBMx/ynL0t/F88dJ/HPxph/zfD1m,lucide,git-pull-request,box-sizing: border-box; flex-shrink: 0; height: 12px; width: 12px,#D7BDFF,icons/lucide-git-pull-request-9ff25470d22f.svg,lucide/git-pull-request/9ff25470d22f
2994,T95KVV,"27A. GitHub · PR conversation, filters and readiness · Dark",f4huG,Expand project,hearsay-local-architect main,"27A. GitHub · PR conversation, filters and readiness · Dark > Shared project navigation > Expanded project and session navigation > hearsay-local-architect collapsed",T95KVV/CYCJx/OP2By/ucDW7,lucide,chevron-right,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#8992A6,icons/lucide-chevron-right-cee1458c0dd0.svg,lucide/chevron-right/cee1458c0dd0
2995,T95KVV,"27A. GitHub · PR conversation, filters and readiness · Dark",f4huG,Expand project,earwitness main,"27A. GitHub · PR conversation, filters and readiness · Dark > Shared project navigation > Expanded project and session navigation > earwitness collapsed",T95KVV/CYCJx/OP2By/rizuB,lucide,chevron-right,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#8992A6,icons/lucide-chevron-right-cee1458c0dd0.svg,lucide/chevron-right/cee1458c0dd0
2996,T95KVV,"27A. GitHub · PR conversation, filters and readiness · Dark",f4huG,Expand project,dev-toolkit main,"27A. GitHub · PR conversation, filters and readiness · Dark > Shared project navigation > Expanded project and session navigation > dev-toolkit collapsed",T95KVV/CYCJx/OP2By/XhhVY,lucide,chevron-right,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#8992A6,icons/lucide-chevron-right-cee1458c0dd0.svg,lucide/chevron-right/cee1458c0dd0
2997,T95KVV,"27A. GitHub · PR conversation, filters and readiness · Dark",tZRqN,New task icon,Global settings,"27A. GitHub · PR conversation, filters and readiness · Dark > Shared project navigation > Global settings navigation",T95KVV/CYCJx/Zbj5V,lucide,settings-2,box-sizing: border-box; flex-shrink: 0; height: 18px; width: 18px,#8992A6,icons/lucide-settings-2-1cc665612c4e.svg,lucide/settings-2/1cc665612c4e
2998,T95KVV,"27A. GitHub · PR conversation, filters and readiness · Dark",a8CdMw,Local execution,Your agents. Your machine.,"27A. GitHub · PR conversation, filters and readiness · Dark > Shared project navigation > Local workspace status",T95KVV/CYCJx/EBZYk,lucide,monitor,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#8992A6,icons/lucide-monitor-8d25db114b57.svg,lucide/monitor/8d25db114b57
2999,T95KVV,"27A. GitHub · PR conversation, filters and readiness · Dark",afg6q,Project folder,Workspace / GitHub main,"27A. GitHub · PR conversation, filters and readiness · Dark > Page workspace > Shared page breadcrumb",T95KVV/JP8eE/x6ima,lucide,folder,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#8992A6,icons/lucide-folder-2492d9f6fc68.svg,lucide/folder/2492d9f6fc68
