frameId,frameName,owner,text,property,actual,referenceOptions,status,browser,design
C2sfEo,11A. Workflows · Desktop light,settings ba089,Export,font-weight,600,500,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/C2sfEo-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/C2sfEo.png
C2sfEo,11A. Workflows · Desktop light,settings ba089,Auto,font-size,12.5px,12px,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/C2sfEo-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/C2sfEo.png
C2sfEo,11A. Workflows · Desktop light,settings ba089,Auto,font-weight,600,500,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/C2sfEo-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/C2sfEo.png
C2sfEo,11A. Workflows · Desktop light,settings ba089,Delete,font-size,12.5px,12px,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/C2sfEo-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/C2sfEo.png
C2sfEo,11A. Workflows · Desktop light,settings ba089,Delete,font-weight,600,500,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/C2sfEo-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/C2sfEo.png
C2sfEo,11A. Workflows · Desktop light,settings ba089,01,font-size,16px,10px,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/C2sfEo-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/C2sfEo.png
C2sfEo,11A. Workflows · Desktop light,settings ba089,01,font-weight,400,500,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/C2sfEo-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/C2sfEo.png
C2sfEo,11A. Workflows · Desktop light,settings ba089,02,font-size,16px,10px,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/C2sfEo-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/C2sfEo.png
C2sfEo,11A. Workflows · Desktop light,settings ba089,02,font-weight,400,500,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/C2sfEo-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/C2sfEo.png
C2sfEo,11A. Workflows · Desktop light,settings ba089,Add step,font-size,13px,12px,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/C2sfEo-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/C2sfEo.png
C2sfEo,11A. Workflows · Desktop light,settings ba089,Add step,font-weight,600,500,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/C2sfEo-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/C2sfEo.png
C2sfEo,11A. Workflows · Desktop light,settings ba089,"Review the name and steps, then save to a workflow file.",line-height,19.5px,19px,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/C2sfEo-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/C2sfEo.png
C2sfEo,11A. Workflows · Desktop light,settings ba089,Save,font-size,12.5px,12px,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/C2sfEo-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/C2sfEo.png
C2sfEo,11A. Workflows · Desktop light,settings ba089,Save,font-weight,600,500,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/C2sfEo-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/C2sfEo.png
C2sfEo,11A. Workflows · Desktop light,settings ba089,Available skills,font-size,15px,16px,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/C2sfEo-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/C2sfEo.png
aa0TQ,11C. Workflows · Mobile light,settings ba089,Workflows,font-size,30px,25px,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/aa0TQ-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/aa0TQ.png
aa0TQ,11C. Workflows · Mobile light,settings ba089,Workflows,line-height,45px,30px,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/aa0TQ-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/aa0TQ.png
aa0TQ,11C. Workflows · Mobile light,settings ba089,Portable skill chains. Steps run from top to bottom.,font-size,13px,12px,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/aa0TQ-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/aa0TQ.png
aa0TQ,11C. Workflows · Mobile light,settings ba089,Portable skill chains. Steps run from top to bottom.,line-height,19.5px,19px,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/aa0TQ-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/aa0TQ.png
aa0TQ,11C. Workflows · Mobile light,settings ba089,New workflow,font-size,13px,12px,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/aa0TQ-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/aa0TQ.png
aa0TQ,11C. Workflows · Mobile light,settings ba089,New workflow,font-weight,600,500,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/aa0TQ-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/aa0TQ.png
aa0TQ,11C. Workflows · Mobile light,settings ba089,Import,font-size,12.5px,12px,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/aa0TQ-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/aa0TQ.png
aa0TQ,11C. Workflows · Mobile light,settings ba089,Import,font-weight,600,500,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/aa0TQ-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/aa0TQ.png
aa0TQ,11C. Workflows · Mobile light,settings ba089,Export,font-size,12.5px,12px,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/aa0TQ-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/aa0TQ.png
aa0TQ,11C. Workflows · Mobile light,settings ba089,Export,font-weight,600,500,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/aa0TQ-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/aa0TQ.png
aa0TQ,11C. Workflows · Mobile light,settings ba089,Auto,font-size,12.5px,12px,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/aa0TQ-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/aa0TQ.png
aa0TQ,11C. Workflows · Mobile light,settings ba089,Auto,font-weight,600,500,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/aa0TQ-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/aa0TQ.png
aa0TQ,11C. Workflows · Mobile light,settings ba089,Delete,font-size,12.5px,12px,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/aa0TQ-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/aa0TQ.png
aa0TQ,11C. Workflows · Mobile light,settings ba089,Delete,font-weight,600,500,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/aa0TQ-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/aa0TQ.png
aa0TQ,11C. Workflows · Mobile light,settings ba089,01,font-size,16px,10px,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/aa0TQ-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/aa0TQ.png
aa0TQ,11C. Workflows · Mobile light,settings ba089,01,font-weight,400,500,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/aa0TQ-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/aa0TQ.png
aa0TQ,11C. Workflows · Mobile light,settings ba089,Move up,font-size,12.5px,12px,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/aa0TQ-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/aa0TQ.png
aa0TQ,11C. Workflows · Mobile light,settings ba089,Move up,font-weight,600,500,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/aa0TQ-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/aa0TQ.png
aa0TQ,11C. Workflows · Mobile light,settings ba089,Move down,font-size,12.5px,12px,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/aa0TQ-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/aa0TQ.png
aa0TQ,11C. Workflows · Mobile light,settings ba089,Move down,font-weight,600,500,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/aa0TQ-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/aa0TQ.png
aa0TQ,11C. Workflows · Mobile light,settings ba089,02,font-size,16px,10px,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/aa0TQ-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/aa0TQ.png
aa0TQ,11C. Workflows · Mobile light,settings ba089,02,font-weight,400,500,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/aa0TQ-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/aa0TQ.png
aa0TQ,11C. Workflows · Mobile light,settings ba089,Move up,font-size,12.5px,12px,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/aa0TQ-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/aa0TQ.png
aa0TQ,11C. Workflows · Mobile light,settings ba089,Move up,font-weight,600,500,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/aa0TQ-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/aa0TQ.png
aa0TQ,11C. Workflows · Mobile light,settings ba089,Move down,font-size,12.5px,12px,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/aa0TQ-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/aa0TQ.png
aa0TQ,11C. Workflows · Mobile light,settings ba089,Move down,font-weight,600,500,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/aa0TQ-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/aa0TQ.png
aa0TQ,11C. Workflows · Mobile light,settings ba089,Move up,font-size,12.5px,12px,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/aa0TQ-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/aa0TQ.png
aa0TQ,11C. Workflows · Mobile light,settings ba089,Move up,font-weight,600,500,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/aa0TQ-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/aa0TQ.png
aa0TQ,11C. Workflows · Mobile light,settings ba089,Move down,font-size,12.5px,12px,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/aa0TQ-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/aa0TQ.png
aa0TQ,11C. Workflows · Mobile light,settings ba089,Move down,font-weight,600,500,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/aa0TQ-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/aa0TQ.png
aa0TQ,11C. Workflows · Mobile light,settings ba089,Add step,font-size,13px,12px,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/aa0TQ-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/aa0TQ.png
aa0TQ,11C. Workflows · Mobile light,settings ba089,Add step,font-weight,600,500,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/aa0TQ-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/aa0TQ.png
aa0TQ,11C. Workflows · Mobile light,settings ba089,"Review the name and steps, then save to a workflow file.",line-height,19.5px,19px,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/aa0TQ-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/aa0TQ.png
aa0TQ,11C. Workflows · Mobile light,settings ba089,Save,font-size,12.5px,12px,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/aa0TQ-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/aa0TQ.png
aa0TQ,11C. Workflows · Mobile light,settings ba089,Save,font-weight,600,500,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/aa0TQ-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/aa0TQ.png
aa0TQ,11C. Workflows · Mobile light,settings ba089,Available skills,font-size,15px,16px,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/aa0TQ-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/aa0TQ.png
s0JzCL,11B. Workflows · Desktop dark,settings ba089,Portable skill chains. Steps run from top to bottom.,line-height,19.5px,21px,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/s0JzCL-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/s0JzCL.png
s0JzCL,11B. Workflows · Desktop dark,settings ba089,New workflow,font-size,13px,12px,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/s0JzCL-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/s0JzCL.png
s0JzCL,11B. Workflows · Desktop dark,settings ba089,New workflow,font-weight,600,500,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/s0JzCL-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/s0JzCL.png
s0JzCL,11B. Workflows · Desktop dark,settings ba089,Import,font-size,12.5px,12px,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/s0JzCL-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/s0JzCL.png
s0JzCL,11B. Workflows · Desktop dark,settings ba089,Import,font-weight,600,500,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/s0JzCL-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/s0JzCL.png
s0JzCL,11B. Workflows · Desktop dark,settings ba089,Export,font-size,12.5px,12px,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/s0JzCL-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/s0JzCL.png
s0JzCL,11B. Workflows · Desktop dark,settings ba089,Export,font-weight,600,500,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/s0JzCL-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/s0JzCL.png
s0JzCL,11B. Workflows · Desktop dark,settings ba089,Auto,font-size,12.5px,12px,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/s0JzCL-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/s0JzCL.png
s0JzCL,11B. Workflows · Desktop dark,settings ba089,Auto,font-weight,600,500,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/s0JzCL-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/s0JzCL.png
